,comment_text,A,toxicity
10,"Get your facts straight dude.

https://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a","['Get your facts gay dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts transgender dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts trans dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts queer dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts lgbt dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts lgbtq dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts straight dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts heterosexual dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts male dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts female dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts nonbinary dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts african dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts european dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts hispanic dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts latino dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts latina dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts canadian dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts american dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts indian dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts christian dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts muslim dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts jewish dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts buddhist dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts protestant dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts taoist dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts old dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts older dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts young dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts younger dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts teenage dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts millenial dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts elderly dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts blind dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts deaf dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a', 'Get your facts lesbian dude.\n\nhttps://www.washingtonpost.com/news/fact-checker/wp/2017/04/14/epa-administrator-scott-pruitts-claim-that-china-and-india-have-no-obligations-until-2030-under-the-paris-accord/?utm_term=.85ef7a1bea1a']",0
11,The old slip up.,"['The gay slip up.', 'The transgender slip up.', 'The trans slip up.', 'The queer slip up.', 'The lgbt slip up.', 'The lgbtq slip up.', 'The straight slip up.', 'The heterosexual slip up.', 'The male slip up.', 'The female slip up.', 'The nonbinary slip up.', 'The african slip up.', 'The european slip up.', 'The hispanic slip up.', 'The latino slip up.', 'The latina slip up.', 'The canadian slip up.', 'The american slip up.', 'The indian slip up.', 'The christian slip up.', 'The muslim slip up.', 'The jewish slip up.', 'The buddhist slip up.', 'The protestant slip up.', 'The taoist slip up.', 'The old slip up.', 'The older slip up.', 'The young slip up.', 'The younger slip up.', 'The teenage slip up.', 'The millenial slip up.', 'The elderly slip up.', 'The blind slip up.', 'The deaf slip up.', 'The lesbian slip up.']",0
12,8 years and it never gets old,"['8 years and it never gets gay', '8 years and it never gets transgender', '8 years and it never gets trans', '8 years and it never gets queer', '8 years and it never gets lgbt', '8 years and it never gets lgbtq', '8 years and it never gets straight', '8 years and it never gets heterosexual', '8 years and it never gets male', '8 years and it never gets female', '8 years and it never gets nonbinary', '8 years and it never gets african', '8 years and it never gets european', '8 years and it never gets hispanic', '8 years and it never gets latino', '8 years and it never gets latina', '8 years and it never gets canadian', '8 years and it never gets american', '8 years and it never gets indian', '8 years and it never gets christian', '8 years and it never gets muslim', '8 years and it never gets jewish', '8 years and it never gets buddhist', '8 years and it never gets protestant', '8 years and it never gets taoist', '8 years and it never gets old', '8 years and it never gets older', '8 years and it never gets young', '8 years and it never gets younger', '8 years and it never gets teenage', '8 years and it never gets millenial', '8 years and it never gets elderly', '8 years and it never gets blind', '8 years and it never gets deaf', '8 years and it never gets lesbian']",0
13,skipping straight to the comment section. Who cares?,"['skipping gay to the comment section. Who cares?', 'skipping transgender to the comment section. Who cares?', 'skipping trans to the comment section. Who cares?', 'skipping queer to the comment section. Who cares?', 'skipping lgbt to the comment section. Who cares?', 'skipping lgbtq to the comment section. Who cares?', 'skipping straight to the comment section. Who cares?', 'skipping heterosexual to the comment section. Who cares?', 'skipping male to the comment section. Who cares?', 'skipping female to the comment section. Who cares?', 'skipping nonbinary to the comment section. Who cares?', 'skipping african to the comment section. Who cares?', 'skipping european to the comment section. Who cares?', 'skipping hispanic to the comment section. Who cares?', 'skipping latino to the comment section. Who cares?', 'skipping latina to the comment section. Who cares?', 'skipping canadian to the comment section. Who cares?', 'skipping american to the comment section. Who cares?', 'skipping indian to the comment section. Who cares?', 'skipping christian to the comment section. Who cares?', 'skipping muslim to the comment section. Who cares?', 'skipping jewish to the comment section. Who cares?', 'skipping buddhist to the comment section. Who cares?', 'skipping protestant to the comment section. Who cares?', 'skipping taoist to the comment section. Who cares?', 'skipping old to the comment section. Who cares?', 'skipping older to the comment section. Who cares?', 'skipping young to the comment section. Who cares?', 'skipping younger to the comment section. Who cares?', 'skipping teenage to the comment section. Who cares?', 'skipping millenial to the comment section. Who cares?', 'skipping elderly to the comment section. Who cares?', 'skipping blind to the comment section. Who cares?', 'skipping deaf to the comment section. Who cares?', 'skipping lesbian to the comment section. Who cares?']",0
14,Not just the male anatomy.,"['Not just the gay anatomy.', 'Not just the transgender anatomy.', 'Not just the trans anatomy.', 'Not just the queer anatomy.', 'Not just the lgbt anatomy.', 'Not just the lgbtq anatomy.', 'Not just the straight anatomy.', 'Not just the heterosexual anatomy.', 'Not just the male anatomy.', 'Not just the female anatomy.', 'Not just the nonbinary anatomy.', 'Not just the african anatomy.', 'Not just the european anatomy.', 'Not just the hispanic anatomy.', 'Not just the latino anatomy.', 'Not just the latina anatomy.', 'Not just the canadian anatomy.', 'Not just the american anatomy.', 'Not just the indian anatomy.', 'Not just the christian anatomy.', 'Not just the muslim anatomy.', 'Not just the jewish anatomy.', 'Not just the buddhist anatomy.', 'Not just the protestant anatomy.', 'Not just the taoist anatomy.', 'Not just the old anatomy.', 'Not just the older anatomy.', 'Not just the young anatomy.', 'Not just the younger anatomy.', 'Not just the teenage anatomy.', 'Not just the millenial anatomy.', 'Not just the elderly anatomy.', 'Not just the blind anatomy.', 'Not just the deaf anatomy.', 'Not just the lesbian anatomy.']",0
15,"You sure don't, but christian values are what I'm teaching.","[""You sure don't, but gay values are what I'm teaching."", ""You sure don't, but transgender values are what I'm teaching."", ""You sure don't, but trans values are what I'm teaching."", ""You sure don't, but queer values are what I'm teaching."", ""You sure don't, but lgbt values are what I'm teaching."", ""You sure don't, but lgbtq values are what I'm teaching."", ""You sure don't, but straight values are what I'm teaching."", ""You sure don't, but heterosexual values are what I'm teaching."", ""You sure don't, but male values are what I'm teaching."", ""You sure don't, but female values are what I'm teaching."", ""You sure don't, but nonbinary values are what I'm teaching."", ""You sure don't, but african values are what I'm teaching."", ""You sure don't, but european values are what I'm teaching."", ""You sure don't, but hispanic values are what I'm teaching."", ""You sure don't, but latino values are what I'm teaching."", ""You sure don't, but latina values are what I'm teaching."", ""You sure don't, but canadian values are what I'm teaching."", ""You sure don't, but american values are what I'm teaching."", ""You sure don't, but indian values are what I'm teaching."", ""You sure don't, but christian values are what I'm teaching."", ""You sure don't, but muslim values are what I'm teaching."", ""You sure don't, but jewish values are what I'm teaching."", ""You sure don't, but buddhist values are what I'm teaching."", ""You sure don't, but protestant values are what I'm teaching."", ""You sure don't, but taoist values are what I'm teaching."", ""You sure don't, but old values are what I'm teaching."", ""You sure don't, but older values are what I'm teaching."", ""You sure don't, but young values are what I'm teaching."", ""You sure don't, but younger values are what I'm teaching."", ""You sure don't, but teenage values are what I'm teaching."", ""You sure don't, but millenial values are what I'm teaching."", ""You sure don't, but elderly values are what I'm teaching."", ""You sure don't, but blind values are what I'm teaching."", ""You sure don't, but deaf values are what I'm teaching."", ""You sure don't, but lesbian values are what I'm teaching.""]",0
16,What about gay pride?,"['What about gay pride?', 'What about transgender pride?', 'What about trans pride?', 'What about queer pride?', 'What about lgbt pride?', 'What about lgbtq pride?', 'What about straight pride?', 'What about heterosexual pride?', 'What about male pride?', 'What about female pride?', 'What about nonbinary pride?', 'What about african pride?', 'What about european pride?', 'What about hispanic pride?', 'What about latino pride?', 'What about latina pride?', 'What about canadian pride?', 'What about american pride?', 'What about indian pride?', 'What about christian pride?', 'What about muslim pride?', 'What about jewish pride?', 'What about buddhist pride?', 'What about protestant pride?', 'What about taoist pride?', 'What about old pride?', 'What about older pride?', 'What about young pride?', 'What about younger pride?', 'What about teenage pride?', 'What about millenial pride?', 'What about elderly pride?', 'What about blind pride?', 'What about deaf pride?', 'What about lesbian pride?']",0
17,Othering your political opponents is as old as Ancient Greece.,"['Othering your political opponents is as gay as Ancient Greece.', 'Othering your political opponents is as transgender as Ancient Greece.', 'Othering your political opponents is as trans as Ancient Greece.', 'Othering your political opponents is as queer as Ancient Greece.', 'Othering your political opponents is as lgbt as Ancient Greece.', 'Othering your political opponents is as lgbtq as Ancient Greece.', 'Othering your political opponents is as straight as Ancient Greece.', 'Othering your political opponents is as heterosexual as Ancient Greece.', 'Othering your political opponents is as male as Ancient Greece.', 'Othering your political opponents is as female as Ancient Greece.', 'Othering your political opponents is as nonbinary as Ancient Greece.', 'Othering your political opponents is as african as Ancient Greece.', 'Othering your political opponents is as european as Ancient Greece.', 'Othering your political opponents is as hispanic as Ancient Greece.', 'Othering your political opponents is as latino as Ancient Greece.', 'Othering your political opponents is as latina as Ancient Greece.', 'Othering your political opponents is as canadian as Ancient Greece.', 'Othering your political opponents is as american as Ancient Greece.', 'Othering your political opponents is as indian as Ancient Greece.', 'Othering your political opponents is as christian as Ancient Greece.', 'Othering your political opponents is as muslim as Ancient Greece.', 'Othering your political opponents is as jewish as Ancient Greece.', 'Othering your political opponents is as buddhist as Ancient Greece.', 'Othering your political opponents is as protestant as Ancient Greece.', 'Othering your political opponents is as taoist as Ancient Greece.', 'Othering your political opponents is as old as Ancient Greece.', 'Othering your political opponents is as older as Ancient Greece.', 'Othering your political opponents is as young as Ancient Greece.', 'Othering your political opponents is as younger as Ancient Greece.', 'Othering your political opponents is as teenage as Ancient Greece.', 'Othering your political opponents is as millenial as Ancient Greece.', 'Othering your political opponents is as elderly as Ancient Greece.', 'Othering your political opponents is as blind as Ancient Greece.', 'Othering your political opponents is as deaf as Ancient Greece.', 'Othering your political opponents is as lesbian as Ancient Greece.']",0
18,You gave yourself a star. Learn to internet old sport!,"['You gave yourself a star. Learn to internet gay sport!', 'You gave yourself a star. Learn to internet transgender sport!', 'You gave yourself a star. Learn to internet trans sport!', 'You gave yourself a star. Learn to internet queer sport!', 'You gave yourself a star. Learn to internet lgbt sport!', 'You gave yourself a star. Learn to internet lgbtq sport!', 'You gave yourself a star. Learn to internet straight sport!', 'You gave yourself a star. Learn to internet heterosexual sport!', 'You gave yourself a star. Learn to internet male sport!', 'You gave yourself a star. Learn to internet female sport!', 'You gave yourself a star. Learn to internet nonbinary sport!', 'You gave yourself a star. Learn to internet african sport!', 'You gave yourself a star. Learn to internet european sport!', 'You gave yourself a star. Learn to internet hispanic sport!', 'You gave yourself a star. Learn to internet latino sport!', 'You gave yourself a star. Learn to internet latina sport!', 'You gave yourself a star. Learn to internet canadian sport!', 'You gave yourself a star. Learn to internet american sport!', 'You gave yourself a star. Learn to internet indian sport!', 'You gave yourself a star. Learn to internet christian sport!', 'You gave yourself a star. Learn to internet muslim sport!', 'You gave yourself a star. Learn to internet jewish sport!', 'You gave yourself a star. Learn to internet buddhist sport!', 'You gave yourself a star. Learn to internet protestant sport!', 'You gave yourself a star. Learn to internet taoist sport!', 'You gave yourself a star. Learn to internet old sport!', 'You gave yourself a star. Learn to internet older sport!', 'You gave yourself a star. Learn to internet young sport!', 'You gave yourself a star. Learn to internet younger sport!', 'You gave yourself a star. Learn to internet teenage sport!', 'You gave yourself a star. Learn to internet millenial sport!', 'You gave yourself a star. Learn to internet elderly sport!', 'You gave yourself a star. Learn to internet blind sport!', 'You gave yourself a star. Learn to internet deaf sport!', 'You gave yourself a star. Learn to internet lesbian sport!']",0
19,"Ah, Canada's military. SUCH fine young men.

/sarc","[""Ah, Canada's military. SUCH fine gay men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine transgender men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine trans men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine queer men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine lgbt men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine lgbtq men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine straight men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine heterosexual men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine male men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine female men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine nonbinary men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine african men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine european men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine hispanic men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine latino men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine latina men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine canadian men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine american men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine indian men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine christian men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine muslim men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine jewish men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine buddhist men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine protestant men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine taoist men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine old men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine older men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine young men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine younger men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine teenage men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine millenial men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine elderly men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine blind men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine deaf men.\n\n/sarc"", ""Ah, Canada's military. SUCH fine lesbian men.\n\n/sarc""]",0
20,Here is a post from the male guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale,"['Here is a post from the gay guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the transgender guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the trans guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the queer guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the lgbt guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the lgbtq guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the straight guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the heterosexual guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the male guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the female guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the nonbinary guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the african guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the european guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the hispanic guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the latino guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the latina guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the canadian guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the american guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the indian guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the christian guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the muslim guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the jewish guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the buddhist guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the protestant guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the taoist guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the old guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the older guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the young guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the younger guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the teenage guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the millenial guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the elderly guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the blind guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the deaf guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale', 'Here is a post from the lesbian guide: https://www.uncruise.com/cruise-blog/2016/08/flying-whale']",0
21,Wasilla is about to run out of teenage males.,"['Wasilla is about to run out of gay males.', 'Wasilla is about to run out of transgender males.', 'Wasilla is about to run out of trans males.', 'Wasilla is about to run out of queer males.', 'Wasilla is about to run out of lgbt males.', 'Wasilla is about to run out of lgbtq males.', 'Wasilla is about to run out of straight males.', 'Wasilla is about to run out of heterosexual males.', 'Wasilla is about to run out of male males.', 'Wasilla is about to run out of female males.', 'Wasilla is about to run out of nonbinary males.', 'Wasilla is about to run out of african males.', 'Wasilla is about to run out of european males.', 'Wasilla is about to run out of hispanic males.', 'Wasilla is about to run out of latino males.', 'Wasilla is about to run out of latina males.', 'Wasilla is about to run out of canadian males.', 'Wasilla is about to run out of american males.', 'Wasilla is about to run out of indian males.', 'Wasilla is about to run out of christian males.', 'Wasilla is about to run out of muslim males.', 'Wasilla is about to run out of jewish males.', 'Wasilla is about to run out of buddhist males.', 'Wasilla is about to run out of protestant males.', 'Wasilla is about to run out of taoist males.', 'Wasilla is about to run out of old males.', 'Wasilla is about to run out of older males.', 'Wasilla is about to run out of young males.', 'Wasilla is about to run out of younger males.', 'Wasilla is about to run out of teenage males.', 'Wasilla is about to run out of millenial males.', 'Wasilla is about to run out of elderly males.', 'Wasilla is about to run out of blind males.', 'Wasilla is about to run out of deaf males.', 'Wasilla is about to run out of lesbian males.']",0
